id,lang,title,standard_timestamp,event_timestamp_v1,event_timestamp_v2,pseudo_time,pseudo_granularity,pseudo_source_text,is_evaluable_v1,is_evaluable_v2,is_exact_v1,is_exact_v2,is_relaxed_v1,is_relaxed_v2,exact_compare,relaxed_compare
gdelt_069f8358,fr,Plus dune dizaine de boulangeries fermées à Niamey – DW – 26 / 08 / 2025,2025-08-26 18:15:00,2025-08-26 18:15:00,2025-08-26 00:00:00,2025-01-01 00:00:00,year,26 / 08 / 2025,1,1,1,1,1,1,tie,tie
gdelt_07219a13,ru,"Торговая сделка ЕС - США : не похищение , а грабеж Европы ? – DW – 28 . 07 . 2025",2025-07-28 23:45:00,2025-07-28 23:45:00,2025-07-28 00:00:00,2025-01-01 00:00:00,year,2025,1,1,1,1,1,1,tie,tie
gdelt_07792648,ru,Латвия заблокировала еще 10 сайтов с российской пропагандой – DW – 04 . 08 . 2025,2025-08-04 20:45:00,2025-08-04 20:45:00,2025-08-04 00:00:00,2025-01-01 00:00:00,year,2025,1,1,1,1,1,1,tie,tie
gdelt_07a54f39,en,Buccaneers vs . Texans takeaways : Another Baker Mayfield game - winning drive lifts Tampa to 2 - 0,2025-09-16 12:30:00,2025-09-16 12:30:00,2025-09-16 12:30:00,,,,0,0,0,0,0,0,na,na
gdelt_07d96da4,ko,甘肃省风能太阳能可开发量居全国前列 - 新华网,2025-12-21 14:00:00,2025-12-21 14:00:00,2025-12-21 14:00:00,,,,0,0,0,0,0,0,na,na
gdelt_07d9a69f,en,"Prime project in Redhill among 9 , 012 flats launched in February BTO and balance exercise",2026-02-04 16:15:00,2026-02-04 00:00:00,2026-02-01 00:00:00,2026-02-01 00:00:00,month,in February,1,1,1,1,1,1,tie,tie
gdelt_07de73d6,zh-cn,河南财经政法大学 ： 打破学科壁垒 培养复合人才 - 新华网河南频道,2025-12-30 14:15:00,2025-12-30 14:15:00,2025-12-30 14:15:00,,,,0,0,0,0,0,0,na,na
gdelt_07ee1d81,tr,Almanyada neden yeni bir grev dalgası bekleniyor ? ,2026-02-22 16:45:00,2026-02-22 16:45:00,2026-02-22 16:45:00,,,,0,0,0,0,0,0,na,na
gdelt_08065370,el,Nέα δημοσκόπηση : Πρώτο κόμμα η AfD με 26 % – DW – 06 / 10 / 2025,2025-10-07 00:30:00,2025-10-07 00:30:00,2025-10-06 00:00:00,2025-01-01 00:00:00,year,06 / 10 / 2025,1,1,1,1,1,1,tie,tie
gdelt_084ba0f2,en,Southport inquiry : Attacker brother Dion Rudakubana speaks at hearing,2025-11-05 00:30:00,2025-11-05 00:30:00,2025-11-05 00:30:00,,,,0,0,0,0,0,0,na,na
gdelt_08701fb7,ko,勇做数字蓝海  弄潮儿 - 新华网辽宁频道,2025-09-07 16:45:00,2025-09-07 16:45:00,2025-09-07 16:45:00,,,,0,0,0,0,0,0,na,na
gdelt_09394635,en,"Denmark Aalborg airport closed due to drones , two days after Copenhagen incursion",2025-09-25 10:15:00,2025-09-23 10:15:00,2025-09-23 10:15:00,,,,0,0,0,0,0,0,na,na
gdelt_093ef46f,en,Iran Khamenei makes first public appearance since war with Israel | Israel - Iran conflict News,2025-07-06 13:00:00,2025-07-06 13:00:00,2025-07-06 13:00:00,,,,0,0,0,0,0,0,na,na
gdelt_0977eb3e,sw,Vita vya Ukraine : Zelensky alaani  shambulio la kikatili  baada ya Urusi kulishambulia jengo kuu la serikalikatika jimbo la Kyiv,2025-09-08 14:45:00,2025-09-08 14:45:00,2025-09-08 14:45:00,,,,0,0,0,0,0,0,na,na
gdelt_0989ec77,en,How Lindsey Vonn crash in the Olympic women downhill unfolded,2026-02-09 02:30:00,2026-02-09 02:30:00,2026-02-09 02:30:00,,,,0,0,0,0,0,0,na,na
gdelt_09a96fb0,en,The best cheap phones in Singapore,2025-09-05 17:15:00,2025-09-05 17:15:00,2025-09-05 17:15:00,,,,0,0,0,0,0,0,na,na
gdelt_0a5d6e46,ja,上海ファッションウィーク 、 東京で展示会イベント,2025-09-15 13:30:00,2025-09-15 13:30:00,2025-09-15 13:30:00,,,,0,0,0,0,0,0,na,na
gdelt_0a720f32,vi,Hệ thống tin giả do Nga tài trợ tính xáo trộn bầu cử ở châu Âu như thế nào ? ,2025-09-21 21:00:00,2025-09-21 21:00:00,2025-09-21 21:00:00,,,,0,0,0,0,0,0,na,na
gdelt_0aaef26a,en,GXS Bank lays off 82 employees after  strategic business review  ,2025-12-03 17:00:00,2025-12-03 17:00:00,2025-12-03 17:00:00,,,,0,0,0,0,0,0,na,na
gdelt_0ac3fcfe,ko,孩子刷手機停不下來 ？ 別慌 ， 試試這五個方法 - BBC News 中文,2026-03-27 17:30:00,2026-03-27 17:30:00,2026-03-27 17:30:00,,,,0,0,0,0,0,0,na,na
gdelt_0b456eee,zh-cn,2025年  奔跑吧 · 少年  海南省青少年轮滑挑战赛 （ 陵水站 ） 落幕 - 新华网,2025-08-03 20:15:00,2025-08-03 00:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,year,2025年,1,1,1,1,1,1,tie,tie
gdelt_0bca8076,ko,甘肃省中医药文化陇原行系列活动启动 - 新华网,2025-07-03 10:30:00,2025-07-03 10:30:00,2025-07-03 10:30:00,,,,0,0,0,0,0,0,na,na
gdelt_0c47c77a,en,Turtle rehabilitated at SEA LIFE Scarborough returned to the wild,2025-09-24 18:00:00,2025-09-24 18:00:00,2025-09-24 18:00:00,,,,0,0,0,0,0,0,na,na
gdelt_0c5c91bc,zh-cn,兰州机场T3航站楼投运半年成绩单亮眼 - 新华网,2025-09-22 12:45:00,2025-09-22 12:45:00,2025-09-01 00:00:00,,,,0,0,0,0,0,0,na,na
gdelt_0c7b3661,en,Death toll passes 900 after devastating Indonesia floods,2025-12-07 12:15:00,2025-12-07 12:15:00,2025-12-07 12:15:00,,,,0,0,0,0,0,0,na,na
gdelt_0d5024e3,ko,超七成民众支持加沙全面停火 以色列再爆发大规模示威 - 新华网,2025-07-14 00:30:00,2025-07-14 00:30:00,2025-07-14 00:30:00,,,,0,0,0,0,0,0,na,na
gdelt_0df50167,en,"Israel , Syria leaders agree on ceasefire : US envoy",2025-07-19 07:00:00,2025-07-19 07:00:00,2025-07-19 07:00:00,,,,0,0,0,0,0,0,na,na
gdelt_0e4d1288,tr,Öcalandan Suriye açıklaması : Süreci baltalama girişimi,2026-01-18 19:15:00,2026-01-18 19:15:00,2026-01-18 19:15:00,,,,0,0,0,0,0,0,na,na
gdelt_0e50d086,tr,Almanyada şirket iflasları on yılın zirvesinde – DW – 08 . 12 . 2025,2025-12-08 23:45:00,2025-12-08 23:45:00,2025-12-08 00:00:00,2025-01-01 00:00:00,year,2025,1,1,1,1,1,1,tie,tie
gdelt_0e91fe12,fr,La Pologne ne rejoindra pas le Conseil de la paix pour le moment ( PM ) - Xinhua,2026-02-12 09:00:00,2026-02-12 09:00:00,2026-02-12 09:00:00,,,,0,0,0,0,0,0,na,na
gdelt_0eb24e11,zh-tw,中國再次抓捕同性情色文學寫手 ， 當局為何如此忌憚 「 耽美同人 」 創作 ？ - BBC News 中文,2025-06-10 12:00:00,2025-06-10 12:00:00,2025-06-10 12:00:00,,,,0,0,0,0,0,0,na,na
gdelt_0ee7060d,en,US Palestinian activist says FBI foiled assassination plot against her,2026-03-28 05:00:00,2026-03-28 05:00:00,2026-03-28 05:00:00,,,,0,0,0,0,0,0,na,na
gdelt_0f1a47ca,en,Bell Hotel asylum seeker court battle costs Epping council £566k,2026-03-10 15:30:00,2026-03-10 15:30:00,2026-03-10 15:30:00,,,,0,0,0,0,0,0,na,na
gdelt_0f1cfd6c,es,Vista aérea de las ruinas de Heicheng en la región autónoma de Mongolia Interior,2025-10-31 12:45:00,2025-10-31 12:45:00,2025-10-31 12:45:00,,,,0,0,0,0,0,0,na,na
gdelt_0f8431c9,en,Obsidian Therapeutics inside the world of tumour - infiltrating lymphocytes and cell therapy,2025-06-11 08:45:00,2025-06-11 08:45:00,2025-06-11 08:45:00,,,,0,0,0,0,0,0,na,na
gdelt_0f9c9006,en,  Im my own worst enemy  - Hamish Hawk gears up for Hogmanay,2025-12-31 11:45:00,2025-12-31 11:45:00,2025-12-31 11:45:00,,,,0,0,0,0,0,0,na,na
gdelt_0faaf1f7,en,All town councils receive top ratings in estate management for second year running,2025-06-13 15:45:00,2025-06-13 15:45:00,2025-06-01 00:00:00,,,,0,0,0,0,0,0,na,na
gdelt_100e228d,fr,LArabie saoudite inaugure le Musée de la Mer Rouge dans un site patrimonial restauré à Djeddah - Xinhua,2025-12-08 10:45:00,2025-12-08 10:45:00,2025-12-03 00:00:00,,,,0,0,0,0,0,0,na,na
gdelt_10149827,ko,首批柬埔寨榴莲飞入河南 - 新华网河南频道,2025-08-10 09:45:00,2025-08-10 09:45:00,2025-08-10 09:45:00,,,,0,0,0,0,0,0,na,na
gdelt_1025f3af,es,China presenta brazo robótico de 7 funciones para aguas profundas de fabricación nacional,2025-07-07 09:15:00,2025-07-07 09:15:00,2025-07-07 09:15:00,,,,0,0,0,0,0,0,na,na
gdelt_106d50e0,en,Japan PM to call snap election seeking stronger mandate : Reports,2026-01-19 16:15:00,2026-01-19 16:15:00,2026-01-19 16:15:00,,,,0,0,0,0,0,0,na,na
gdelt_107f76ec,es,Argentina solicita formalmente a EE . UU . exención de visas – DW – 29 / 07 / 2025,2025-07-29 12:30:00,2025-07-29 12:30:00,2025-07-29 00:00:00,2025-01-01 00:00:00,year,29 / 07 / 2025,1,1,1,1,1,1,tie,tie
gdelt_109bf8f4,fa,کاخ سفید دستور یک فرمانده ارشد برای حمله دوم به بازماندگان یک قایق ونزوئلایی را تایید کرد,2025-12-02 09:45:00,2025-12-02 09:45:00,2025-12-02 09:45:00,,,,0,0,0,0,0,0,na,na
gdelt_113851a0,en,SOS : Extreme rescue for teens stranded underground in slate mine,2025-07-21 05:15:00,2025-07-21 05:15:00,2025-07-21 05:15:00,,,,0,0,0,0,0,0,na,na
gdelt_115eac36,en,Malala Yousafzai portrait unveiled at her Oxford college,2026-02-11 14:45:00,2026-02-11 14:45:00,2026-02-11 14:45:00,,,,0,0,0,0,0,0,na,na
gdelt_1230797d,en,Man jailed for life for murder of Phoenix Spencer - Horn,2025-07-14 18:15:00,2025-07-14 18:15:00,2025-07-14 18:15:00,,,,0,0,0,0,0,0,na,na
gdelt_128a6979,en,Deep Dive - What does BlueSG pause mean for car - sharing in Singapore ? ,2025-08-22 08:15:00,2025-08-22 08:15:00,2025-08-22 08:15:00,,,,0,0,0,0,0,0,na,na
gdelt_134d689c,ro,Strategia de apărare a SUA scoate Europa din prim - plan,2026-01-25 19:15:00,2026-01-25 19:15:00,2026-01-25 19:15:00,,,,0,0,0,0,0,0,na,na
gdelt_137acdf0,es,Argentina : millares exigen justicia por triple feminicidio – DW – 28 / 09 / 2025,2025-09-28 12:15:00,2025-09-28 12:15:00,2025-09-28 00:00:00,2025-01-01 00:00:00,year,28 / 09 / 2025,1,1,1,1,1,1,tie,tie
gdelt_13927d0a,so,Wareeggii koowaad ee xabbad - joojinta Qasa oo natiijo laaan kusoo dhammaaday,2025-07-07 13:30:00,2025-07-07 13:30:00,2025-07-07 13:30:00,,,,0,0,0,0,0,0,na,na
gdelt_13b1dc54,en,Australia bans visitors from Iran amid war in the Middle East,2026-03-26 14:45:00,2026-03-26 14:45:00,2026-03-26 14:45:00,,,,0,0,0,0,0,0,na,na
gdelt_13e56491,en,"India big cities face big challenges of toxic air , broken roads and unpicked rubbish - India big cities face big challenges",2025-12-29 10:15:00,2025-12-29 10:15:00,2025-12-29 10:15:00,,,,0,0,0,0,0,0,na,na
gdelt_13fe0812,en,Usyk vs Dubois 2 : Oleksandr Usyk nicknames punch that knocked out Daniel Dubois,2025-07-20 12:00:00,2025-07-20 12:00:00,2025-07-20 12:00:00,,,,0,0,0,0,0,0,na,na
gdelt_1416a9bf,zh-cn,542片在欧甲骨实现数字化采集 - 新华网河南频道,2025-08-10 09:45:00,2025-08-10 09:45:00,2025-08-10 09:45:00,,,,0,0,0,0,0,0,na,na
gdelt_1459ffb6,ur,کینو جیسا میٹھا پھل مسائل کی کڑواہٹ کا شکار – DW – 14 . 12 . 2025,2025-12-14 16:45:00,2025-12-14 16:45:00,2025-12-14 00:00:00,2025-01-01 00:00:00,year,2025,1,1,1,1,1,1,tie,tie
gdelt_1474a2bc,zh-cn,瞭望访谈丨以  四个凝聚  助力江苏挑大梁 、 走在前 专访江苏省政协主席张义珍 _ 新华网江苏频道,2025-07-21 13:00:00,2025-07-21 13:00:00,2025-07-21 13:00:00,,,,0,0,0,0,0,0,na,na
gdelt_15002cad,ko,AI가 바꾼 제작 공식 ... 中 숏드라마 판도 재편 - Xinhua,2026-03-26 11:00:00,2026-03-26 11:00:00,2026-03-26 11:00:00,,,,0,0,0,0,0,0,na,na
gdelt_1575fa15,en,"Bills early coaching candidate list includes Brian Daboll , Joe Brady , Lou Anarumo",2026-01-22 01:45:00,2026-01-22 01:45:00,2026-01-22 01:45:00,,,,0,0,0,0,0,0,na,na
gdelt_15909ee3,sw,"Mpango wa Trump wenye mambo 28 kumaliza vita Ukraine , utafanya kazi ? ",2025-11-25 21:15:00,2025-11-25 21:15:00,2025-11-25 21:15:00,,,,0,0,0,0,0,0,na,na
gdelt_16066f09,ko,南方电网都匀供电局  多看一眼  阻断220千伏重大隐患 - 新华网,2025-10-20 18:45:00,2025-10-20 18:45:00,2025-10-20 18:45:00,,,,0,0,0,0,0,0,na,na
gdelt_1607a553,en,North Belfast : Young family fled home following sectarian bomb threats,2025-09-03 00:30:00,2025-09-03 00:30:00,2025-09-03 00:30:00,,,,0,0,0,0,0,0,na,na
gdelt_16783c55,en,Leeds maternity units criticised on care of black and Asian women,2025-11-30 18:30:00,2025-11-30 18:30:00,2025-11-30 18:30:00,,,,0,0,0,0,0,0,na,na
gdelt_168f2283,te,వార్తలు - BBC News తెలుగు,2025-11-24 23:15:00,2025-11-24 23:15:00,2025-11-24 23:15:00,,,,0,0,0,0,0,0,na,na
gdelt_169c6d14,en,British woman shot by dad in Texas was unlawfully killed,2026-02-11 21:00:00,2026-02-11 21:00:00,2026-02-11 21:00:00,,,,0,0,0,0,0,0,na,na
gdelt_16af2e72,mk,65 . 000 прекршоци за 12 часа со „ Безбеден град  – DW – 1 . 12 . 2025,2025-12-02 01:15:00,2025-12-02 01:15:00,2025-12-01 00:00:00,2025-01-01 00:00:00,year,2025,1,1,1,1,1,1,tie,tie
gdelt_16f1b68f,en,"Two killed , dozens wounded in large Russian drone attacks across Ukraine",2026-01-18 20:30:00,2026-01-18 20:30:00,2026-01-18 20:30:00,,,,0,0,0,0,0,0,na,na
gdelt_1738ef52,en,America Best Restaurants 2025 - The New York Times,2025-09-09 10:45:00,2025-09-09 00:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,year,2025,1,1,1,1,1,1,tie,tie
gdelt_17390ed8,en,"GE2025 was tougher than it looked for PAP , with pivotal contests in Tampines and Punggol : PM Wong",2025-11-09 12:15:00,2025-11-09 12:15:00,2025-11-09 12:15:00,,,,0,0,0,0,0,0,na,na
gdelt_173c441b,id,"Gara - gara Kontroversi Grok , Inggris Bidik Semua Chatbot AI",2026-02-17 17:15:00,2026-02-17 17:15:00,2026-02-17 17:15:00,,,,0,0,0,0,0,0,na,na
gdelt_17474f88,en,Castore co - founder : If fans couldnt afford kits they wouldnt pay,2026-01-08 20:30:00,2026-01-08 20:30:00,2026-01-08 20:30:00,,,,0,0,0,0,0,0,na,na
gdelt_1758d32c,en,Commentary : Southeast Asian countries dont have much leverage in US trade talks,2025-07-02 10:45:00,2025-07-02 10:45:00,2025-07-02 10:45:00,,,,0,0,0,0,0,0,na,na
gdelt_179b2c71,ur,لاہور میں این اے 129 سمیت قومی اسمبلی کے چھ اور پنجاب اسمبلی کے سات حلقوں پر ضمنی انتخابات,2025-11-23 12:45:00,2025-11-23 12:45:00,2025-11-23 12:45:00,,,,0,0,0,0,0,0,na,na
gdelt_180eea03,en,"Ukraine finds new role as protector of US , Gulf allies amid Iran war",2026-03-14 04:00:00,2026-03-14 04:00:00,2026-03-14 04:00:00,,,,0,0,0,0,0,0,na,na
gdelt_182edb9b,en,Rising star Franjo von Allmen wins Olympic gold for Switzerland in men downhill,2026-02-07 23:00:00,2026-02-07 23:00:00,2026-02-07 23:00:00,,,,0,0,0,0,0,0,na,na
gdelt_18911244,de,Syriens Wiederaufbau : Ist Crowdfunding echte Hilfe oder PR ? – DW – 26 . 10 . 2025,2025-10-26 16:30:00,2025-10-26 16:30:00,2025-10-26 00:00:00,2025-01-01 00:00:00,year,2025,1,1,1,1,1,1,tie,tie
gdelt_18dbddf5,zh-cn,福州滨海快线开始载客运营 - 新华网,2025-09-29 17:15:00,2025-09-29 17:15:00,2025-09-29 17:15:00,,,,0,0,0,0,0,0,na,na
gdelt_193175d4,en,"Over 20 nations join EU , UN in opposing Israel illegal E1 settlement plan | Occupied East Jerusalem News",2025-08-22 14:00:00,2025-08-22 14:00:00,2025-08-22 14:00:00,,,,0,0,0,0,0,0,na,na
gdelt_1956643a,uk,Удар РФ по Києву : пошкоджено будівлю біля представництва ЄС – DW – 10 . 06 . 2025,2025-06-10 18:00:00,2025-06-10 18:00:00,2025-06-10 00:00:00,2025-01-01 00:00:00,year,2025,1,1,1,1,1,1,tie,tie
gdelt_1968f71a,en,Chad cuts ties with wildlife charity linked to Prince Harry,2025-10-08 13:30:00,2025-10-08 13:30:00,2025-10-08 13:30:00,,,,0,0,0,0,0,0,na,na
gdelt_1989a073,ru,В американской системе  Золотой купол  будет 4 уровня защиты – DW – 13 . 08 . 2025,2025-08-13 14:00:00,2025-08-13 14:00:00,2025-08-13 00:00:00,2025-01-01 00:00:00,year,2025,1,1,1,1,1,1,tie,tie
gdelt_19ee9fa8,zh-cn,金融监管总局 ： 养老理财产品试点地区扩大至全国 - 新华网,2025-10-31 12:45:00,2025-10-31 12:45:00,2025-10-31 12:45:00,,,,0,0,0,0,0,0,na,na
gdelt_1a078487,es,Ballet Nacional de China realiza presentación en Brasilia | Spanish . xinhuanet . com,2025-10-08 14:30:00,2025-10-08 14:30:00,2025-10-08 14:30:00,,,,0,0,0,0,0,0,na,na
gdelt_1a39dd82,fa,ماجرای اولین زنی که از انگلیس به لیگ حرفه‌ای فوتبال عربستان رفت : خیلی‌ها را رنجاندم,2025-10-13 10:00:00,2025-10-13 10:00:00,2025-10-13 10:00:00,,,,0,0,0,0,0,0,na,na
gdelt_1a5e97e2,ru,"Гибель проводника поезда : в ФРГ спорят , как побороть насилие",2026-02-10 04:00:00,2026-02-10 04:00:00,2026-02-10 04:00:00,,,,0,0,0,0,0,0,na,na
gdelt_1a640aea,en,The frog poison that killed Alexei Navalny likely lab - made,2026-02-17 04:45:00,2026-02-17 04:45:00,2026-02-17 04:45:00,,,,0,0,0,0,0,0,na,na
gdelt_1a79183b,ru,Аккаунт  Луизы Розовой  с критикой Путина оказался фейковым – DW – 11 . 08 . 2025,2025-08-11 19:15:00,2025-08-11 19:15:00,2025-08-11 00:00:00,2025-01-01 00:00:00,year,2025,1,1,1,1,1,1,tie,tie
gdelt_1ae61950,en,LGBT+ A Gay and a NonGay podcast hosts awed at award win,2025-07-04 20:00:00,2025-07-04 20:00:00,2025-07-04 20:00:00,,,,0,0,0,0,0,0,na,na
gdelt_1b198f8e,en,The Italian people made us smile in Gaza,2025-09-29 00:00:00,2025-09-29 00:00:00,2025-09-29 00:00:00,,,,0,0,0,0,0,0,na,na
gdelt_1b6377bd,en,Political backlash over Israeli fan ban at Villa Park . Plus : Are tactics making EPL dull ? ,2025-10-17 20:15:00,2025-10-17 20:15:00,2025-10-17 20:15:00,,,,0,0,0,0,0,0,na,na
gdelt_1b79cbcf,en,"Milei party wins high - stakes Argentina elections , early results show | News",2025-10-27 11:30:00,2025-10-27 11:30:00,2025-10-27 11:30:00,,,,0,0,0,0,0,0,na,na
gdelt_1b93d879,it,More Palestinians return to Gaza via Rafah as Israeli attacks continue,2026-02-11 17:45:00,2026-02-11 17:45:00,2026-02-05 00:00:00,,,,0,0,0,0,0,0,na,na
gdelt_1bab8128,en,"Earth climate more unbalanced than ever , WMO warns",2026-03-23 14:45:00,2026-03-23 14:45:00,2026-03-23 14:45:00,,,,0,0,0,0,0,0,na,na
gdelt_1bc67804,en,Matt Rhule fiery halftime speech in a blowout win a sign of Nebraska growing expectations,2025-09-12 21:00:00,2025-09-12 21:00:00,2025-09-12 21:00:00,,,,0,0,0,0,0,0,na,na
gdelt_1be77964,es,China acusa a EE . UU . de  doble moral  por nuevos aranceles – DW – 12 / 10 / 2025,2025-10-12 12:15:00,2025-10-12 12:15:00,2025-10-12 00:00:00,2025-01-01 00:00:00,year,12 / 10 / 2025,1,1,1,1,1,1,tie,tie
gdelt_1bf46c56,en,"Born in 1920 , married at 18 and living a medicine - free life at 105",2025-09-15 18:15:00,1920-09-15 00:00:00,1920-01-01 00:00:00,1920-01-01 00:00:00,year,in 1920,1,1,1,1,1,1,tie,tie
